inputstate,state_name,party,weighted_n,n,pct,total,weighted_total,moe,majority
51,Virginia,MAGA Right,60.73799059172858,43,0.03768464130866552,1611,1611.7438957223665,0.009299277393554515,no
51,Virginia,Moderate Left,199.72871733643237,246,0.12392087717317898,1611,1611.7438957223665,0.016089857810451167,no
51,Virginia,Nationalist Right,309.4008910233492,263,0.19196653503358174,1611,1611.7438957223665,0.019232499860019167,no
51,Virginia,Progressive Left,311.75379562767364,341,0.19342638520616137,1611,1611.7438957223665,0.019288042951448436,no
51,Virginia,Religious Moderates,329.8370929742922,282,0.2046460941156304,1611,1611.7438957223665,0.01970108933303606,yes
51,Virginia,Secular Moderates,16.67771596090218,25,0.010347621607356798,1611,1611.7438957223665,0.00494162638315565,no
51,Virginia,Traditional Right,200.8034151547044,191,0.12458766910031102,1611,1611.7438957223665,0.016126947099981595,no
53,Washington,Disillusioned Left,60.57947994826281,86,0.03981614082716378,1382,1521.4804521420028,0.010308817050500194,no
53,Washington,Faith-Based Conservatives,4.516211008154515,16,0.0029683003825625278,1382,1521.4804521420028,0.002868206773602195,no
53,Washington,MAGA Right,170.16995803806725,147,0.11184498479654797,1382,1521.4804521420028,0.016617079341575868,no
53,Washington,Moderate Left,240.80722681720053,225,0.15827165342688576,1382,1521.4804521420028,0.019243745115502225,no
53,Washington,Nationalist Right,134.62179997695347,95,0.08848079499636512,1382,1521.4804521420028,0.014973022236315161,no
53,Washington,Progressive Left,416.97642884959555,386,0.2740596688327865,1382,1521.4804521420028,0.023516629486969552,yes
53,Washington,Religious Moderates,254.15334931218803,205,0.1670434536009848,1382,1521.4804521420028,0.01966653968997826,no
53,Washington,Secular Moderates,31.68446457796792,31,0.020824759551370656,1382,1521.4804521420028,0.007528739306126123,no
53,Washington,Traditional Right,207.97153361361276,191,0.13669024358533288,1382,1521.4804521420028,0.01811148802434267,no
54,West Virginia,Disillusioned Left,11.887171068481427,18,0.026607680055215292,428,446.7571409387666,0.015246903422451026,no
54,West Virginia,Faith-Based Conservatives,44.82602090917057,44,0.10033643964812308,428,446.7571409387666,0.02846450234009264,no
54,West Virginia,MAGA Right,26.269958740857888,22,0.0588014299797359,428,446.7571409387666,0.02228787996113205,no
54,West Virginia,Moderate Left,50.88539477715432,55,0.11389945479154359,428,446.7571409387666,0.030097921929343446,no
54,West Virginia,Nationalist Right,106.28528964098432,81,0.2379039525090702,428,446.7571409387666,0.04034036934470625,yes
54,West Virginia,Progressive Left,18.538724921065388,32,0.04149620279624437,428,446.7571409387666,0.018894494806918505,no
54,West Virginia,Religious Moderates,87.71675811881292,80,0.19634103203027603,428,446.7571409387666,0.03763358740666415,no
54,West Virginia,Secular Moderates,10.523964656260567,21,0.02355634346246074,428,446.7571409387666,0.014368509517650115,no
54,West Virginia,Traditional Right,89.82385810597921,75,0.20105746472733077,428,446.7571409387666,0.03797100215828759,no
55,Wisconsin,Disillusioned Left,46.575638793307625,72,0.036338550747261784,1334,1281.7142631043764,0.010042092114638369,no
55,Wisconsin,Faith-Based Conservatives,34.84651722083669,47,0.02718743032197884,1334,1281.7142631043764,0.008727238084028699,no
55,Wisconsin,MAGA Right,85.42958639632516,64,0.06665259867625285,1334,1281.7142631043764,0.013384691359171494,no
55,Wisconsin,Moderate Left,152.7509285972053,212,0.11917705294722622,1334,1281.7142631043764,0.01738676513595922,no
55,Wisconsin,Nationalist Right,225.22754267899268,184,0.1757236766121961,1334,1281.7142631043764,0.02042347837524966,no
55,Wisconsin,Progressive Left,182.82686409264022,251,0.142642451095008,1334,1281.7142631043764,0.018766511145691757,no
55,Wisconsin,Religious Moderates,269.37201346770644,255,0.21016541769245345,1334,1281.7142631043764,0.021863860953591344,yes
55,Wisconsin,Secular Moderates,20.818481025002377,20,0.0162426849917227,1334,1281.7142631043764,0.006783456662859427,no
55,Wisconsin,Traditional Right,263.8666908323599,229,0.20587013691590003,1334,1281.7142631043764,0.02169804458167525,no
56,Wyoming,Disillusioned Left,2.024406454125624,2,0.017602592855171247,95,115.00615112681534,0.026443941909656394,no
56,Wyoming,Faith-Based Conservatives,13.828973314754233,11,0.12024551016845401,95,115.00615112681534,0.065404773997864,no
56,Wyoming,MAGA Right,0.37664086618949,1,0.00327496279546104,95,115.00615112681534,0.011489076940704791,no
56,Wyoming,Moderate Left,15.955434511452742,11,0.13873548810323158,95,115.00615112681534,0.06951144685050693,no
56,Wyoming,Nationalist Right,37.663176069984345,30,0.32748836215250604,95,115.00615112681534,0.09437177127193579,yes
56,Wyoming,Progressive Left,7.374897903633079,8,0.06412611700656692,95,115.00615112681534,0.049262948768509,no
56,Wyoming,Religious Moderates,11.981438098271473,9,0.10418084581458381,95,115.00615112681534,0.06143252701661384,no
56,Wyoming,Secular Moderates,1.1486286183664,1,0.009987540728146156,95,115.00615112681534,0.019996034642602863,no
56,Wyoming,Traditional Right,24.652555290037956,22,0.2143585803758792,95,115.00615112681534,0.08252335779352868,no
