party,variable,value,value_label,respondents,total,pct
Traditional Right,educ,3,Some college,1873.5720197550718,9479.763468404575,0.19763911051151892
Traditional Right,educ,4,2-year,902.621863116489,9479.763468404575,0.0952156523867782
Traditional Right,educ,5,4-year,1571.9695974729498,9479.763468404575,0.1658237151920742
Traditional Right,educ,6,Post-grad,669.0800639446119,9479.763468404575,0.07057982682528013
Traditional Right,faminc_new,1,<10K,744.2545021180918,9479.763468404573,0.07850981773950826
Traditional Right,faminc_new,2,$10-20K,670.6452666808531,9479.763468404573,0.07074493671873455
Traditional Right,faminc_new,3,$20-30K,1122.7645920486746,9479.763468404573,0.11843803864840878
Traditional Right,faminc_new,4,$30-40K,880.7629182790024,9479.763468404573,0.09290979898544169
Traditional Right,faminc_new,5,$40-50K,725.9861810869018,9479.763468404573,0.07658273157411215
Traditional Right,faminc_new,6,$50-60K,767.3748797267391,9479.763468404573,0.08094873698951972
Traditional Right,faminc_new,7,$60-70K,469.0288114019434,9479.763468404573,0.049476847493630564
Traditional Right,faminc_new,8,$70-80K,545.1756211141578,9479.763468404573,0.057509411804544726
Traditional Right,faminc_new,9,$80-100K,711.5657834305875,9479.763468404573,0.07506155462656736
Traditional Right,faminc_new,10,$100-120K,547.047249532451,9479.763468404573,0.05770684588868946
Traditional Right,faminc_new,11,$120-150K,611.8382730232051,9479.763468404573,0.06454151256647087
Traditional Right,faminc_new,12,$150-200K,379.31666848547724,9479.763468404573,0.04001330515784647
Traditional Right,faminc_new,13,$200-250K,170.4941273358809,9479.763468404573,0.017985061326068585
Traditional Right,faminc_new,14,$250-350K,106.9498464837547,9479.763468404573,0.011281910866258581
Traditional Right,faminc_new,15,$350-500K,49.277346015903994,9479.763468404573,0.005198161977368121
Traditional Right,faminc_new,16,>500K,39.83464447316634,9479.763468404573,0.004202071560744378
Traditional Right,faminc_new,97,Prefer not to say,930.3371985913657,9479.763468404573,0.09813928392750708
Traditional Right,gender4,1,Man,4971.431721583631,9479.763468404592,0.5244257135901202
Traditional Right,gender4,2,Woman,4489.674602720865,9479.763468404592,0.47360618412945066
Traditional Right,gender4,3,Non-binary,14.329697812687755,9479.763468404592,0.0015116092147707762
